metric,mean,std
R@5,0.672316781544521,0.0
NDCG@5,0.5627630448355583,0.0
mAP@5,0.5167177560525781,0.0
R@10,0.74250949500633,0.0
NDCG@10,0.5737849743742952,0.0
mAP@10,0.4977163404227396,0.0
R@15,0.7814038542692362,0.0
NDCG@15,0.5751733472423869,0.0
mAP@15,0.48018130320438107,0.0
